timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,step_timestamp
2024-11-29 18:01:01.414,0.931406,2.42991,9.69362,0.00129805,-0.0671932,-0.100026,0
2024-11-29 18:01:01.414,0.931406,2.42991,9.69362,0.00129805,-0.0671932,-0.100026,0
2024-11-29 18:01:01.414,0.931406,2.42991,9.69362,0.00129805,-0.0671932,-0.100026,0
2024-11-29 18:01:01.415,0.931406,2.42991,9.69362,0.000687203,-0.0604739,-0.105524,0
2024-11-29 18:01:01.416,0.962513,2.42991,9.67209,0.000687203,-0.0604739,-0.105524,0
2024-11-29 18:01:01.417,0.962513,2.42991,9.67209,-0.00114534,-0.051922,-0.111021,0
2024-11-29 18:01:01.417,0.931406,2.42991,9.69362,-0.00114534,-0.051922,-0.111021,0
2024-11-29 18:01:01.417,0.962513,2.42991,9.67209,-0.00114534,-0.051922,-0.111021,0
2024-11-29 18:01:01.417,0.962513,2.42991,9.67209,-0.00114534,-0.051922,-0.111021,0
2024-11-29 18:01:01.419,0.996012,2.44905,9.66012,-0.00114534,-0.051922,-0.111021,0
2024-11-29 18:01:01.420,0.996012,2.44905,9.66012,0.000687203,-0.0452027,-0.119573,0
2024-11-29 18:01:01.420,0.996012,2.44905,9.66012,0.000687203,-0.0452027,-0.119573,0
2024-11-29 18:01:01.421,1.02951,2.46341,9.67209,0.000687203,-0.0452027,-0.119573,0
2024-11-29 18:01:01.421,1.02951,2.46341,9.67209,0.000687203,-0.0452027,-0.119573,0
2024-11-29 18:01:01.421,1.02951,2.46341,9.67209,0.000687203,-0.0452027,-0.119573,0
2024-11-29 18:01:01.422,1.02951,2.46341,9.67209,0.000687203,-0.0452027,-0.119573,0
2024-11-29 18:01:01.422,1.02951,2.46341,9.67209,0.000687203,-0.0452027,-0.119573,0
2024-11-29 18:01:01.422,1.02951,2.46341,9.67209,0.000687203,-0.0452027,-0.119573,0
2024-11-29 18:01:01.423,1.07258,2.43948,9.65295,0.000687203,-0.0378725,-0.125682,0
2024-11-29 18:01:01.423,1.07258,2.43948,9.65295,0.000687203,-0.0378725,-0.125682,0
2024-11-29 18:01:01.423,1.07258,2.43948,9.65295,0.000687203,-0.0378725,-0.125682,0
2024-11-29 18:01:01.424,1.07258,2.43948,9.65295,0.0019089,-0.0293207,-0.133012,0
2024-11-29 18:01:01.426,1.10369,2.42034,9.62663,0.0019089,-0.0293207,-0.133012,0
2024-11-29 18:01:01.426,1.10369,2.42034,9.62663,0.0019089,-0.0293207,-0.133012,0
2024-11-29 18:01:01.426,1.07258,2.43948,9.62663,0.0019089,-0.0293207,-0.133012,0
2024-11-29 18:01:01.427,1.10369,2.42034,9.62663,7.63559e-05,-0.0256556,-0.140953,0
2024-11-29 18:01:01.427,1.10369,2.42034,9.62663,7.63559e-05,-0.0256556,-0.140953,0
2024-11-29 18:01:01.428,1.11565,2.43709,9.62423,7.63559e-05,-0.0256556,-0.140953,0
2024-11-29 18:01:01.429,1.11565,2.43709,9.62423,-0.000534491,-0.0195471,-0.151337,0
2024-11-29 18:01:01.429,1.11565,2.43709,9.62423,-0.000534491,-0.0195471,-0.151337,0
2024-11-29 18:01:01.429,1.11565,2.43709,9.62423,-0.000534491,-0.0195471,-0.151337,0
2024-11-29 18:01:01.430,1.13958,2.43948,9.61227,-0.000534491,-0.0195471,-0.151337,0
2024-11-29 18:01:01.430,1.13958,2.43948,9.61227,-0.000534491,-0.0195471,-0.151337,0
2024-11-29 18:01:01.431,1.13958,2.43948,9.61227,-0.00175619,-0.0146603,-0.159278,0
2024-11-29 18:01:01.431,1.13958,2.43948,9.61227,-0.00175619,-0.0146603,-0.159278,0
2024-11-29 18:01:01.431,1.13958,2.43948,9.61227,-0.00175619,-0.0146603,-0.159278,0
2024-11-29 18:01:01.433,1.1683,2.4323,9.60509,-0.00175619,-0.0146603,-0.159278,0
2024-11-29 18:01:01.433,1.1683,2.4323,9.60509,-0.00175619,-0.0146603,-0.159278,0
2024-11-29 18:01:01.434,1.1683,2.4323,9.60509,-0.00236703,-0.00977356,-0.167219,0
2024-11-29 18:01:01.434,1.1683,2.4323,9.60509,-0.00236703,-0.00977356,-0.167219,0
2024-11-29 18:01:01.434,1.1683,2.4323,9.60509,-0.00236703,-0.00977356,-0.167219,0
2024-11-29 18:01:01.435,1.1683,2.43709,9.59073,-0.00236703,-0.00977356,-0.167219,0
2024-11-29 18:01:01.435,1.1683,2.43709,9.59073,-0.00236703,-0.00977356,-0.167219,0
2024-11-29 18:01:01.435,1.1683,2.43709,9.59073,-0.00236703,-0.00977356,-0.167219,0
2024-11-29 18:01:01.436,1.1683,2.43709,9.59073,-0.00114534,-0.00794101,-0.177604,0
2024-11-29 18:01:01.436,1.1683,2.43709,9.59073,-0.00114534,-0.00794101,-0.177604,0
2024-11-29 18:01:01.437,1.16112,2.44427,9.59552,-0.00114534,-0.00794101,-0.177604,0
2024-11-29 18:01:01.437,1.16112,2.44427,9.59552,-0.00114534,-0.00794101,-0.177604,0
2024-11-29 18:01:01.437,1.16112,2.44427,9.59552,-0.00114534,-0.00794101,-0.177604,0
2024-11-29 18:01:01.437,1.16112,2.44427,9.59552,-0.00114534,-0.00794101,-0.177604,0
2024-11-29 18:01:01.437,1.16112,2.44427,9.59552,-0.00114534,-0.00794101,-0.177604,0
2024-11-29 18:01:01.438,1.16112,2.44427,9.59552,-0.00114534,-0.00794101,-0.177604,0
2024-11-29 18:01:01.440,1.17069,2.43709,9.57877,7.63559e-05,-0.00488678,-0.186767,0
2024-11-29 18:01:01.441,1.17069,2.43709,9.57877,-0.000534491,0.00122169,-0.195318,0
2024-11-29 18:01:01.441,1.17069,2.43709,9.57877,-0.000534491,0.00122169,-0.195318,0
2024-11-29 18:01:01.442,1.20897,2.42034,9.53091,-0.000534491,0.00122169,-0.195318,0
