timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,step_timestamp
2024-12-13 15:17:28.861,-0.34008,3.97657,9.31795,-0.0190126,-0.0238994,0.0186308,0
2024-12-13 15:17:28.861,-0.337687,3.97657,9.31795,-0.0190126,-0.0238994,0.0186308,0
2024-12-13 15:17:28.863,-0.344866,3.97897,9.31795,-0.0184018,-0.0220669,0.01802,0
2024-12-13 15:17:28.863,-0.344866,3.97897,9.31795,-0.0184018,-0.0220669,0.01802,0
2024-12-13 15:17:28.863,-0.344866,3.97897,9.31795,-0.0184018,-0.0220669,0.01802,0
2024-12-13 15:17:28.863,-0.344866,3.97897,9.31795,-0.0184018,-0.0220669,0.01802,0
2024-12-13 15:17:28.866,-0.359223,3.96939,9.31556,-0.0165692,-0.0232886,0.01802,0
2024-12-13 15:17:28.866,-0.359223,3.96939,9.31556,-0.0165692,-0.0232886,0.01802,0
2024-12-13 15:17:28.866,-0.359223,3.96939,9.31556,-0.0165692,-0.0232886,0.01802,0
2024-12-13 15:17:28.866,-0.359223,3.96939,9.31556,-0.0165692,-0.0232886,0.01802,0
2024-12-13 15:17:28.866,-0.359223,3.96939,9.31556,-0.0165692,-0.0232886,0.01802,0
2024-12-13 15:17:28.866,-0.359223,3.96939,9.31556,-0.0165692,-0.0232886,0.01802,0
2024-12-13 15:17:28.866,-0.359223,3.96939,9.31556,-0.0165692,-0.0232886,0.01802,0
2024-12-13 15:17:28.866,-0.359223,3.96939,9.31556,-0.0165692,-0.0232886,0.01802,0
2024-12-13 15:17:28.868,-0.359223,3.96939,9.31795,-0.0165692,-0.0232886,0.01802,0
2024-12-13 15:17:28.868,-0.375972,3.967,9.31795,-0.0165692,-0.0232886,0.01802,0
2024-12-13 15:17:28.868,-0.375972,3.967,9.31795,-0.0165692,-0.0232886,0.01802,0
2024-12-13 15:17:28.873,-0.352044,3.96222,9.32274,-0.0184018,-0.0165692,0.0155766,0
2024-12-13 15:17:28.873,-0.352044,3.96222,9.32274,-0.0184018,-0.0165692,0.0155766,0
2024-12-13 15:17:28.873,-0.352044,3.96222,9.32274,-0.0184018,-0.0165692,0.0155766,0
2024-12-13 15:17:28.875,-0.364008,3.95743,9.30838,-0.0196235,-0.0159584,0.0119115,0
2024-12-13 15:17:28.875,-0.364008,3.95743,9.30838,-0.0196235,-0.0159584,0.0119115,0
2024-12-13 15:17:28.877,-0.366401,3.97179,9.31316,-0.0165692,-0.0153475,0.0113007,0
2024-12-13 15:17:28.877,-0.366401,3.97179,9.31316,-0.0165692,-0.0153475,0.0113007,0
2024-12-13 15:17:28.880,-0.366401,3.97179,9.31556,-0.0165692,-0.0141258,0.010079,0
2024-12-13 15:17:28.880,-0.354437,3.98136,9.31556,-0.0165692,-0.0141258,0.010079,0
2024-12-13 15:17:28.882,-0.354437,3.98136,9.31556,-0.0171801,-0.0147367,0.00702474,0
2024-12-13 15:17:28.882,-0.347258,3.98136,9.30838,-0.0171801,-0.0147367,0.00702474,0
2024-12-13 15:17:28.882,-0.347258,3.98136,9.30838,-0.0171801,-0.0147367,0.00702474,0
2024-12-13 15:17:28.882,-0.347258,3.98136,9.30838,-0.0171801,-0.0147367,0.00702474,0
2024-12-13 15:17:28.885,-0.34008,3.99093,9.30359,-0.0165692,-0.0122933,0.00458135,0
2024-12-13 15:17:28.885,-0.34008,3.99093,9.30359,-0.0165692,-0.0122933,0.00458135,0
2024-12-13 15:17:28.887,-0.354437,3.97657,9.29881,-0.0165692,-0.013515,0.00274881,0
2024-12-13 15:17:28.887,-0.354437,3.97657,9.29881,-0.0165692,-0.013515,0.00274881,0
2024-12-13 15:17:28.887,-0.354437,3.97657,9.29881,-0.0165692,-0.013515,0.00274881,0
2024-12-13 15:17:28.889,-0.35683,3.96222,9.28684,-0.0171801,-0.0147367,0.00152712,0
2024-12-13 15:17:28.892,-0.344866,3.97418,9.27727,-0.0184018,-0.013515,0.000305424,0
2024-12-13 15:17:28.892,-0.344866,3.97418,9.27727,-0.0184018,-0.013515,0.000305424,0
2024-12-13 15:17:28.892,-0.344866,3.97418,9.27727,-0.0184018,-0.013515,0.000305424,0
2024-12-13 15:17:28.894,-0.354437,3.96222,9.2677,-0.0184018,-0.013515,0.000305424,0
2024-12-13 15:17:28.894,-0.354437,3.96222,9.2677,-0.0184018,-0.013515,0.000305424,0
2024-12-13 15:17:28.896,-0.375972,3.95264,9.2677,-0.0196235,-0.00984991,-0.00335966,0
2024-12-13 15:17:28.896,-0.375972,3.95264,9.2677,-0.0196235,-0.00984991,-0.00335966,0
2024-12-13 15:17:28.899,-0.397508,3.95025,9.27966,-0.0190126,-0.00618483,-0.00397051,0
2024-12-13 15:17:28.901,-0.414257,3.92872,9.28445,-0.0159584,-0.00435229,-0.00397051,0
2024-12-13 15:17:28.901,-0.414257,3.92872,9.28445,-0.0159584,-0.00435229,-0.00397051,0
2024-12-13 15:17:28.901,-0.414257,3.92872,9.28445,-0.0159584,-0.00435229,-0.00397051,0
2024-12-13 15:17:28.903,-0.428614,3.90479,9.29402,-0.0141258,-0.000687203,-0.00397051,0
2024-12-13 15:17:28.906,-0.440578,3.89282,9.29163,-0.0110716,0.00481042,-0.00458135,0
2024-12-13 15:17:28.907,-0.440578,3.89282,9.29163,-0.0165692,0.00725381,-0.00458135,0
2024-12-13 15:17:28.908,-0.447757,3.89043,9.28924,-0.0165692,0.00725381,-0.00458135,0
2024-12-13 15:17:28.908,-0.447757,3.89043,9.28924,-0.0165692,0.00725381,-0.00458135,0
2024-12-13 15:17:28.910,-0.445364,3.88564,9.28206,-0.0116825,0.0127514,-0.00458135,0
2024-12-13 15:17:28.910,-0.445364,3.88564,9.28206,-0.0116825,0.0127514,-0.00458135,0
2024-12-13 15:17:28.913,-0.452543,3.88564,9.2677,-0.00923906,0.0133623,-0.00213797,0
2024-12-13 15:17:28.913,-0.452543,3.88564,9.2677,-0.00923906,0.0133623,-0.00213797,0
2024-12-13 15:17:28.915,-0.474078,3.89761,9.26292,-0.00679568,0.0176382,-0.00152712,0
2024-12-13 15:17:28.920,-0.490828,3.91197,9.2339,-0.00435229,0.0170274,0.000916271,0
2024-12-13 15:17:28.920,-0.490828,3.91197,9.2339,-0.00435229,0.0170274,0.000916271,0
2024-12-13 15:17:28.920,-0.490828,3.91197,9.2339,-0.00435229,0.0170274,0.000916271,0
2024-12-13 15:17:28.920,-0.490828,3.91197,9.2339,-0.00435229,0.0170274,0.000916271,0
2024-12-13 15:17:28.922,-0.490828,3.89282,9.21237,-0.0019089,0.0182491,0.00152712,0
2024-12-13 15:17:28.925,-0.500399,3.88325,9.20997,-0.00313059,0.0188599,0.00274881,0
2024-12-13 15:17:28.927,-0.500399,3.88325,9.20997,-0.00313059,0.0176382,0.00397051,0
2024-12-13 15:17:28.927,-0.505185,3.89282,9.20997,-0.00313059,0.0176382,0.00397051,0
